ElapsedSeconds,PowerMW,ThroughputTotalMbps,Phase
879.915,2070.0,95.48149891404339,load
884.915,2070.0,95.46294301983065,load
889.914,2070.0,95.5289714540659,load
894.914,2000.0,95.4447019144445,load
899.913,2000.0,95.55163287841094,load
904.913,2000.0,95.49673824363698,load
909.913,2000.0,95.49274458000876,load
914.912,2000.0,95.51595959159063,load
919.912,2000.0,95.52131432301789,load
924.912,2000.0,95.50961804669993,load
929.911,2000.0,95.48761036042166,load
934.911,2000.0,95.51412045687792,load
939.911,1930.0,95.52099719021855,load
944.91,1930.0,95.46163080285956,load
949.91,1930.0,95.44399629746385,load
954.91,2000.0,95.46327786717985,load
959.909,2000.0,95.46435482458119,load
964.909,2000.0,95.44121916273976,load
969.909,2000.0,489.54045300205985,load
974.908,2000.0,95.48682261896928,load
979.908,2000.0,95.5719285078332,load
984.908,2000.0,95.51539787790985,load
989.907,2000.0,95.53405574224006,load
994.907,2000.0,95.52608969145777,load
999.907,2000.0,95.5535459946425,load
1004.906,2000.0,95.43568346755563,load
1009.906,2000.0,2527.295881689963,load
1014.906,2000.0,95.47752463022077,load
1019.905,2000.0,95.50084092620051,load
1024.905,2000.0,95.51859611020903,load
1029.904,2000.0,95.53415543957493,load
1034.904,2000.0,95.42277838466431,load
1039.904,2000.0,95.51227233373525,load
1044.903,2000.0,95.51152948085893,load
1049.903,2000.0,485.2430260385461,load
1054.903,2000.0,95.53002270634815,load
1059.902,1930.0,95.41897173538737,load
1064.902,1930.0,95.56228746237501,load
1069.902,1930.0,95.49963634929018,load
1074.901,1930.0,95.4597032667954,load
1079.901,1930.0,95.51715552014342,load
1084.901,1930.0,95.43614475096085,load
1089.9,1930.0,95.47846611630052,load
1094.9,1930.0,95.51336851579298,load
1099.9,1930.0,95.52492978577297,load
1104.899,2000.0,95.5377537463051,load
1109.899,2000.0,95.44308262943896,load
1114.899,2000.0,95.4531882281681,load
1119.898,2000.0,95.4860258362395,load
1124.898,2000.0,95.46348601671602,load
1129.898,2000.0,95.56610555535784,load
1134.897,1930.0,95.55885053271872,load
1139.897,1930.0,95.49106933304127,load
1144.896,1930.0,95.52987770465778,load
1149.896,1930.0,95.49936464441284,load
1154.896,1930.0,95.52856364690919,load
1159.895,1930.0,95.43336807312433,load
1164.895,1930.0,95.48877841477507,load
1169.895,1930.0,95.46449962742953,load
1174.894,1930.0,73.36510181619775,load
1179.894,1930.0,95.47406663877322,load
1184.894,1930.0,95.46329596710348,load
1189.893,1930.0,95.47969731842146,load
1194.893,2000.0,95.53235185632123,load
1199.893,2000.0,95.441988060084,load
1204.892,2000.0,95.50375739614667,load
1209.892,2000.0,95.44832967413568,load
1214.892,2000.0,71.94858243376052,load
1219.891,2000.0,102.07180550088283,load
1224.891,2000.0,95.53939437409863,load
1229.891,2000.0,95.4707627709988,load
1234.89,2000.0,95.50508888730185,load
1239.89,2000.0,95.4871666883498,load
1244.89,2000.0,95.44614031983147,load
1249.889,2000.0,95.52962395275884,load
1254.889,1930.0,95.52028138392629,load
1259.888,1930.0,95.5106960499232,load
1264.888,1930.0,95.56342106858973,load
1269.888,2000.0,95.4894665842056,load
1274.887,2000.0,95.44292884545175,load
1279.887,2000.0,95.5025980327257,load
1284.887,1930.0,95.41935148248454,load
1289.886,1930.0,95.47808589853321,load
1294.886,1930.0,95.52739461902338,load
1299.886,1930.0,95.46230048149594,load
1304.885,1930.0,95.4929528580642,load
1309.885,1930.0,95.45401160756545,load
1314.885,2000.0,95.42470442981676,load
1319.884,2000.0,95.42633213422451,load
1324.884,2000.0,95.44460240372553,load
1329.884,2000.0,95.4735416253253,load
1334.883,2000.0,95.48419690799423,load
1339.883,2000.0,95.523253409363,load
1344.883,2000.0,95.47384939112894,load
1349.882,2000.0,95.45360444015401,load
1354.882,2000.0,95.51107652745905,load
1359.882,2000.0,95.49938275802323,load
1364.881,2000.0,95.48112772546502,load
1369.881,2000.0,95.53024927237057,load
1374.88,1930.0,491.84497423921715,load
1379.88,1930.0,95.47675516019457,load
1384.88,1930.0,95.45488024298626,load
1389.879,2000.0,95.5265246633517,load
1394.879,2000.0,95.55276623185858,load
1399.879,2000.0,95.51029745766073,load
1404.878,2000.0,95.5111399406764,load
1409.878,2000.0,95.49096067040308,load
1414.878,2000.0,483.92729240900275,load
1419.877,1930.0,95.47020158878088,load
1424.877,1930.0,95.48629746522167,load
1429.877,1930.0,95.4953073688349,load
1434.876,1930.0,95.51004380977132,load
1439.876,1930.0,95.5001344789141,load
1444.876,1930.0,95.44097492735244,load
1449.875,2000.0,95.47939856793037,load
1454.875,2000.0,95.50903829032343,load
1459.875,2000.0,95.47431104355482,load
1464.874,2000.0,95.47036451197097,load
1469.874,2000.0,95.47614864550316,load
1474.874,2000.0,95.47701768386844,load
1479.873,2000.0,95.49324263773967,load
1484.873,2000.0,95.52634342458117,load
1489.872,2000.0,95.56453656335808,load
1494.872,1930.0,95.48513852566741,load
1499.872,1930.0,95.55476099922795,load
1504.871,1930.0,95.48575420880275,load
1509.871,2000.0,95.50477186223077,load
1514.871,2000.0,95.51997331869755,load
1519.87,2000.0,95.53236091938342,load
1524.87,1930.0,95.49899331691408,load
1529.87,1930.0,95.46795692588081,load
1534.869,1930.0,95.47620295993751,load
1539.869,1930.0,72.64765807916912,load
1544.869,1930.0,95.55595789962729,load
1549.868,1930.0,95.4429017071525,load
1554.868,2000.0,95.56781971533282,load
1559.868,2000.0,95.48231372836081,load
1564.867,2000.0,95.5353608874556,load
1569.867,1930.0,95.42917170706329,load
1574.867,1930.0,95.45548648749077,load
1579.866,1930.0,72.2149512670705,load
1584.866,2000.0,95.57052258984316,load
1589.866,2000.0,95.45431019920818,load
1594.865,2000.0,95.43023885137092,load
1599.865,2000.0,95.49904765734328,load
1604.864,2000.0,95.53914057163978,load
1609.864,2000.0,95.46649976171106,load
1614.864,2000.0,95.50283352614248,load
1619.863,2000.0,95.49662051181285,load
1624.863,2000.0,95.53570530672327,load
1629.863,2000.0,95.4760219120633,load
1634.862,2000.0,95.49606808174566,load
1639.862,2000.0,95.5513064776045,load
