ElapsedSeconds,Throughput_Ethernet_Mbps,Throughput_Ethernet_6_Mbps
2684.805,95.41409858259192,95.46219188432204
2689.805,95.50054204338072,95.43101661564809
2694.804,95.5257906505785,95.46366701705048
2699.804,95.46516934631721,95.508739356192
2704.804,95.51679311438915,95.5332037916832
2709.804,95.49464628293383,95.56267741987833
2714.803,95.51725518220795,95.45846353121199
2719.803,95.47339679504543,95.45248248570476
2724.803,95.4510257938778,95.47434725177706
2729.803,95.44285647668806,116.66764040186685
2734.802,95.50857630199995,95.53975695137898
2739.802,95.46630064956469,95.46884391715476
2744.802,95.49276269110794,95.49255441388205
2749.802,95.57953932384201,95.4818972659722
2754.801,95.50337697692137,95.47288989252625
2759.801,95.57097610725597,95.42473155776852
2764.801,95.4661015382489,95.42686567164179
2769.801,95.40744513696714,95.46007428881444
2774.8,95.45355919954491,95.54558575886949
2779.8,95.41430651772062,95.51354064583981
2784.8,95.55214061743115,95.46242717851112
2789.8,95.47935330286757,95.5414067127527
2794.799,95.44378823291008,95.51196432016471
2799.799,95.47129680536472,95.47638400849833
2804.799,95.51242634126547,95.45735051136919
2809.799,95.53216153241256,95.4907433458686
2814.798,95.53987478958764,95.53832478715515
2819.798,95.50800561671204,95.56805553051132
2824.798,95.54713599691513,95.49219219478363
2829.798,95.44233180643346,95.4413005748133
2834.797,66.1002024671194,95.56976976044065
2839.797,95.54261234363432,95.46175749809714
2844.797,95.45211152269697,2434.472453867036
2849.797,95.50308713573631,95.53217965846643
2854.796,95.4729985140415,95.54932998702435
2859.796,95.43863214029041,95.50434614616037
2864.796,95.533684144916,95.55448898059156
2869.796,95.48815363796162,95.38450871283312
2874.795,95.52209357255468,95.55444364430272
2879.795,95.50143869745246,95.46581192327218
2884.795,95.479878380235,95.53062084297382
2889.795,95.5395484691065,95.46288872048187
2894.794,95.48389812934464,95.51720988124376
2899.794,95.51874107765346,95.48840716959587
2904.794,95.48475825475612,95.48159850171398
2909.794,95.53333067697335,95.5667132134985
2914.793,95.4933965839076,95.45198485306202
2919.793,95.45084484147594,95.47860190909417
2924.793,95.47330627634365,95.5491758604618
2929.793,95.54166052725184,95.48200590798422
2934.792,95.49679258149985,95.49974503167402
2939.792,95.45881644536223,95.48774617922709
2944.792,95.47420241905297,95.53941250289726
2949.792,95.52773898085418,95.54525033386547
2954.792,95.50666498603952,95.50553272593736
2959.792,95.51837865986745,95.50047864423522
2964.791,95.4806116876024,95.43520409933
2969.791,95.47532488415823,95.5448423877102
2974.791,95.55485167245094,95.49859482232284
2979.791,95.48410636881205,95.44357112303854
2984.791,95.51731860363003,95.48560934146835
2989.79,95.43100757180459,95.53526118760476
2994.79,484.36642911169236,95.5004152451739
2999.79,0,0
3004.79,0,0
3009.79,0,0
3014.79,0,0
3019.789,0,0
3024.789,0,0
3029.789,0,0
3034.789,0,0
3039.789,0,0
3044.789,0,0
3049.788,0,0
3054.788,0,0
3059.788,0,0
3064.788,0,0
3069.788,0,0
3074.787,0,0
3079.787,0,0
3084.787,0,0
3089.787,0,0
3094.787,0,0
3099.787,0,0
3104.786,0,0
3109.786,0,0
3114.786,0,0
3119.786,0,0
3124.786,0,0
3129.785,0,0
3134.785,0,0
3139.785,0,0
3144.785,0,0
3149.785,0,0
3154.785,0,0
3159.784,0,0
3164.784,0,0
3169.784,0,0
3174.784,0,0
3179.784,0,0
3184.784,0,0
3189.783,0,0
3194.783,0,0
3199.783,0,0
3204.783,0,0
3209.783,0,0
3214.782,0,0
3219.782,0,0
3224.782,0,0
3229.782,0,0
3234.782,0,0
3239.782,0,0
3244.781,0,0
3249.781,0,0
3254.781,0,0
3259.781,0,0
3264.781,0,0
3269.781,0,0
3274.78,0,0
3279.78,0,0
3284.78,0,0
3289.78,0,0
3294.78,0,0
3299.779,0,0
3304.779,0,0
3309.779,0,0
3314.779,0,0
3319.779,0,0
3324.779,0,0
3329.778,0,0
3334.778,0,0
3339.778,0,0
3344.778,0,0
3349.778,0,0
3354.778,0,0
3359.777,0,0
3364.777,0,0
3369.777,0,0
3374.777,0,0
3379.777,0,0
3384.776,0,0
3389.776,0,0
3394.776,0,0
3399.776,0,0
3404.776,0,0
3409.776,0,0
3414.775,0,0
3419.775,0,0
3424.775,0,0
3429.775,0,0
3434.775,0,0
3439.774,0,0
3444.774,0,0
3449.774,0,0
3454.774,0,0
3459.774,0,0
3464.774,0,0
3469.773,0,0
3474.773,0,0
3479.773,0,0
3484.773,0,0
3489.773,0,0
3494.773,0,0
3499.772,0,0
3504.772,0,0
3509.772,0,0
3514.772,0,0
3519.772,0,0
3524.771,0,0
3529.771,0,0
3534.771,0,0
3539.771,0,0
3544.771,0,0
3549.771,0,0
3554.77,0,0
3559.77,0,0
3564.77,0,0
3569.77,0,0
3574.77,0,0
3579.77,0,0
3584.769,0,0
3589.769,0,0
3594.769,0,0
3599.769,0,0
3604.769,0,0
3609.768,0,0
3614.768,0,0
3619.768,0,0
3624.768,0,0
3629.768,0,0
3634.768,0,0
3639.767,0,0
3644.767,0,0
3649.767,0,0
3654.767,0,0
3659.767,0,0
3664.767,0,0
3669.766,0,0
3674.766,0,0
3679.766,0,0
3684.766,0,0
3689.766,0,0
3694.765,0,0
3699.765,0,0
3704.765,0,0
3709.765,0,0
3714.765,0,0
3719.765,0,0
3724.764,0,0
3729.764,0,0
3734.764,0,0
3739.764,0,0
3744.764,0,0
3749.763,0,0
3754.763,0,0
3759.763,0,0
3764.763,0,0
3769.763,0,0
3774.763,0,0
3779.762,0,0
3784.762,0,0
3789.762,0,0
3794.762,0,0
3799.762,0,0
3804.762,0,0
3809.761,0,0
3814.761,0,0
3819.761,0,0
3824.761,0,0
3829.761,0,0
3834.76,0,0
3839.76,0,0
3844.76,0,0
3849.76,0,0
3854.76,0,0
3859.76,0,0
3864.759,0,0
3869.759,0,0
3874.759,0,0
3879.759,0,0
3884.759,0,0
3889.759,0,0
3894.758,0,0
3899.758,0,0
3904.758,0,0
3909.758,0,0
3914.758,0,0
3919.757,0,0
3924.757,0,0
3929.757,0,0
3934.757,0,0
3939.757,0,0
3944.757,0,0
3949.756,0,0
3954.756,0,0
3959.756,0,0
3964.756,0,0
3969.756,0,0
3974.756,0,0
3979.756,0,0
3984.755,0,0
3989.755,0,0
3994.755,0,0
3999.755,0,0
4004.755,0,0
4009.755,0,0
4014.755,0,0
4019.755,0,0
4024.754,0,0
4029.754,0,0
4034.754,0,0
4039.754,0,0
4044.754,0,0
4049.754,0,0
4054.754,0,0
4059.754,0,0
4064.753,0,0
4069.753,0,0
4074.753,0,0
4079.753,0,0
4084.753,0,0
4089.753,0,0
4094.753,0,0
4099.752,0,0
4104.752,0,0
4109.752,0,0
4114.752,0,0
4119.752,0,0
4124.752,0,0
4129.752,0,0
4134.752,0,0
4139.751,0,0
4144.751,0,0
4149.751,0,0
4154.751,0,0
4159.751,0,0
4164.751,0,0
4169.751,0,0
4174.751,0,0
4179.75,0,0
4184.75,0,0
4189.75,0,0
4194.75,0,0
