ElapsedSeconds,PowerMW,ThroughputTotalMbps,Phase
4255.0,8940.0,3849.015012040291,load
4260.0,8940.0,3833.38089335111,load
4265.0,8940.0,3807.2210796920303,load
4270.0,8940.0,3794.408300263657,load
4275.0,8940.0,3822.7447542378845,load
4280.0,8940.0,3841.640034412607,load
4285.0,9010.0,3796.649436786165,load
4290.0,9010.0,3818.06562162494,load
4295.0,9010.0,3829.593275451216,load
4300.0,8940.0,3826.1838776539194,load
4305.0,8940.0,3826.397218763093,load
4310.0,8940.0,3829.300459317356,load
4315.0,8940.0,3823.17259423092,load
4320.0,8860.0,3812.178386452653,load
4325.0,8860.0,3844.9116128327237,load
4330.0,8860.0,3822.533700873164,load
4335.0,8940.0,3817.0594253204267,load
4340.0,8940.0,3807.309177944116,load
4345.0,8940.0,3820.888192887063,load
4350.0,8940.0,3826.463048195276,load
4355.0,8940.0,3811.6179624656843,load
4360.0,8940.0,3808.863179048306,load
4365.0,8940.0,3836.8437875133704,load
4370.0,8940.0,3841.4605557320024,load
4375.0,8940.0,3820.997432142527,load
4380.0,8940.0,3832.408347877957,load
4385.0,8940.0,3819.24252297262,load
4390.0,8940.0,3791.9805663171633,load
4395.0,8940.0,3839.0196126466044,load
4400.0,8940.0,3812.7535276661984,load
4405.0,8940.0,3811.0804858707215,load
4410.0,8940.0,3829.09648508279,load
4415.0,8940.0,3820.4049407049606,load
4420.0,9010.0,3840.984466554634,load
4425.0,9010.0,3825.495036151396,load
4430.0,9010.0,3815.0697257799297,load
4435.0,8860.0,3817.530659362051,load
4440.0,8860.0,3834.7152790513087,load
4445.0,8860.0,3821.571251397284,load
4450.0,8940.0,3819.67141166298,load
4455.0,8940.0,3837.409754891061,load
4460.0,8940.0,3791.0914270394396,load
4465.0,8860.0,3812.4329642293333,load
4470.0,8860.0,3832.446859003119,load
4475.0,8860.0,3810.9475918250114,load
4480.0,8940.0,3820.0304577622505,load
4485.0,8940.0,3811.6638098444782,load
4490.0,8940.0,3813.3587436755715,load
4495.0,8940.0,3840.1863541598673,load
4500.0,8940.0,3825.6044651448383,load
4505.0,8940.0,3820.7824416702447,load
4510.0,8940.0,3822.4526330777344,load
4515.0,8940.0,3839.1752000559463,load
4520.0,8940.0,3809.656771614193,load
4525.0,8940.0,3813.9586831705415,load
4530.0,8860.0,3824.334313537109,load
4535.0,8860.0,3822.341451464938,load
4540.0,8860.0,3800.221137488204,load
4545.0,8940.0,3823.396629636029,load
4550.0,8940.0,3803.2684338103054,load
4555.0,8940.0,3802.578330309985,load
4560.0,8860.0,3840.4268020071286,load
