ElapsedSeconds,Throughput_Ethernet_Mbps,Throughput_Ethernet_5_Mbps,Throughput_Ethernet_6_Mbps,Throughput_Ethernet_7_Mbps
2125,955.1723518729433,955.4477048951518,0,0
2130,954.9572988152916,954.5803697974947,0,0
2135,954.8499490903953,955.6751759838291,0,0
2140,954.9768791599486,954.1468716293546,0,0
2145,955.5096976186799,954.9898082487014,0,0
2150,954.5906670083253,954.9263841163446,0,0
2155,955.6125989112546,955.7248119036941,0,0
2160,955.0532408066034,955.265149764345,0,0
2165,955.1089034923846,954.5365623290393,0,0
2170,954.3751272107213,955.0931598525267,0,0
2175,954.7080709156629,954.9440895626493,0,0
2180,954.4241602778601,955.4496742830709,0,0
2185,954.6155684545021,956.1362659705869,0,0
2190,954.9868101679581,953.2888973066331,0,0
2195,955.4815607411255,954.4991232351081,0,0
2200,955.5285502537474,954.1838154331203,0,0
2205,954.9796898016365,955.340526169351,0,0
2210,955.5444958491744,955.1886604994149,0,0
2215,954.5668901481657,955.3370570935788,0,0
2220,954.6964603112597,954.3624018946351,0,0
2225,955.4682431968848,955.3206496441392,0,0
2230,954.7719342882305,955.2285908668458,0,0
2235,955.0986888097736,954.851166709353,0,0
2240,954.6782022707289,955.3559966788167,0,0
2245,955.3676233308496,954.6549827972441,0,0
2250,954.5242071033599,954.3778407411361,0,0
2255,954.7496466862065,955.3640602945082,0,0
2260,954.322637468992,955.3627476036081,0,0
2265,971.333552166266,955.051928969709,0,0
2270,954.7675328726036,954.9804393088807,0,0
2275,955.0039556962025,954.3037388331312,0,0
2280,954.1253613652317,955.233090272452,0,0
2285,955.0075160470203,955.5067900645613,0,0
2290,955.1080600699485,955.6020920204709,0,0
2295,954.7365368181314,955.0097647033201,0,0
2300,955.4929090823427,955.3465267923293,0,0
2305,972.9013425838144,954.9493357469024,0,0
2310,955.1027184291123,955.314836854398,0,0
2315,955.1965338287586,955.0821021300695,0,0
2320,955.0846322643124,955.4772465664237,0,0
2325,954.8213827674674,955.0568952283832,0,0
2330,955.4463919743829,954.8219447114368,0,0
2335,954.5824292218887,954.2869926476543,0,0
2340,955.3914400984144,954.8861979999713,0,0
2345,954.6219344462452,954.9841868627495,0,0
2350,955.0174476922424,955.4403900968175,0,0
2355,955.1275528801872,954.9419348965297,0,0
2360,954.3275961459278,954.3757821994087,0,0
2365,955.2532443802088,954.3944965417102,0,0
2370,954.7693121633961,955.079103469807,0,0
2375,955.068795718767,954.520369560485,0,0
2380,954.8352442451209,955.8638950026739,0,0
2385,954.4648690371171,955.3135242987626,0,0
2390,954.6297048159381,954.5139113262835,0,0
2395,954.5719449720515,955.006485416422,0,0
2400,955.0122944543148,954.9593598663915,0,0
2405,955.4450790572223,954.1860602121247,0,0
2410,954.403479686712,955.372780404204,0,0
2415,954.7439344851424,955.4176024045975,0,0
2420,955.2893364191488,954.4698291922421,0,0
2425,954.4658049114965,954.6254919492001,0,0
2430,955.7139272152756,954.3899114599665,0,0
2435,955.0773230241854,954.7214609149235,0,0
2440,954.8629684078545,954.7943165827934,0,0
2445,955.3054615361289,955.0421840084581,0,0
2450,955.1794751125575,954.8273768705773,0,0
2455,955.0464005538221,954.5953476321431,0,0
2460,954.5656732541146,954.5358135183782,0,0
2465,954.8501364161868,954.9130820436526,0,0
2470,955.0018007599197,955.4843743543115,0,0
2475,954.4174226112739,954.9594535507439,0,0
2480,955.3618099694594,954.7867308340236,0,0
2485,954.8034945634327,955.377656233852,0,0
2490,954.5804634075017,954.3019612771822,0,0
2495,954.8596901290076,955.3364945431248,0,0
2500,955.0075160470203,955.3895647193158,0,0
2505,954.7490848273331,954.3543551787214,0,0
2510,954.9498041590139,954.9865290988536,0,0
2515,954.6026494969541,954.8071470741974,0,0
2520,954.922730693268,954.271650289715,0,0
2525,955.3332130120145,954.3235730644698,0,0
2530,955.2479948562808,954.287460410219,0,0
2535,954.4385717173972,954.5006207424767,0,0
2540,955.2513695436111,954.6100450892812,0,0
2545,955.7240612275676,955.2193109766473,0,0
2550,955.000770141657,955.0885680553353,0,0
2555,954.9182342109344,954.9035272623967,0,0
2560,955.609596918883,954.0901988481825,0,0
2565,955.3920964828382,955.1381430577591,0,0
2570,954.4799368377207,954.622028064404,0,0
2575,954.4084392038006,954.9273208959953,0,0
2580,955.4460168548259,955.84465370003,0,0
2585,954.1399508298565,955.4948786566177,0,0
2590,955.3682796825481,954.912145291938,0,0
2595,954.5023990385803,955.502850825918,0,0
2600,954.4081584750421,954.8001230398372,0,0
2605,955.4358887381275,954.7176217858204,0,0
2610,954.8440483655911,955.7337262728455,0,0
2615,954.5936626022809,955.3952846485834,0,0
2620,954.8404892335101,954.929850210233,0,0
2625,955.053896726402,955.5394307200105,0,0
2630,955.3191495625954,954.6225897737446,0,0
2635,955.2916801523402,954.6221216825817,0,0
2640,955.0351565155889,955.4345758498324,0,0
2645,954.6092025476627,955.487656923972,0,0
2650,954.4897639205102,954.9540198886949,0,0
2655,955.244901413841,955.045932046943,0,0
2660,955.2408705946634,954.9181405346695,0,0
2665,955.8348925548665,955.3071490798368,0,0
2670,954.9498041590139,954.6460885400664,0,0
2675,955.0000206024995,954.0482129610127,0,0
2680,955.2442452316569,955.0056421748596,0,0
2685,955.3268375303045,954.3416304165601,0,0
2690,955.0433084169147,954.204673578244,0,0
2695,955.4913146710194,955.4713380860255,0,0
2700,955.4598964746086,954.3651153526877,0,0
2705,954.4288392689584,954.6678095441714,0,0
2710,955.1107777697974,954.2102857909139,0,0
2715,954.7414997972675,953.9483593725117,0,0
2720,955.4489240390968,954.4790009356276,0,0
2725,955.0651412059151,955.0422777090616,0,0
2730,954.4493337905105,955.4228537928377,0,0
2735,954.9112085420613,954.7336339674583,0,0
2740,955.5706665386587,955.2023451789112,0,0
2745,954.2081344349209,954.807615346829,0,0
2750,955.0407785016105,955.2077816672637,0,0
2755,954.3429403028799,954.4075970180204,0,0
2760,954.9512093981052,955.0642978607672,0,0
2765,955.2952426488167,954.7835467284812,0,0
2770,954.840770216657,954.6230578653663,0,0
2775,955.503976319359,955.1447971832703,0,0
2780,954.8975322031557,954.132375475228,0,0
2785,955.2176237432557,954.5411488199754,0,0
2790,955.3790627324223,954.077013572452,0,0
2795,954.8898511435128,955.5884896925501,0,0
2800,955.0351565155889,955.6664503530885,0,0
2805,954.9847489983666,955.0192279146329,0,0
2810,954.5329118881624,954.8860106600301,0,0
2815,955.4893451114372,955.4001607079394,0,0
2820,955.0134187923921,955.1347691703871,0,0
2825,955.1383304966452,954.5707280651122,0,0
2830,955.6698279976996,954.4440930985035,0,0
2835,955.2742430529032,954.5365623290393,0,0
2840,955.0893177334937,954.5199015695623,0,0
2845,954.9690094512368,954.9578609192547,0,0
2850,954.7657535884429,954.3351746008029,0,0
2855,954.8250354150927,954.6722100404082,0,0
2860,955.2389020674284,954.7190263416666,0,0
2865,954.9174848013292,955.6714230048428,0,0
2870,954.7757738541521,955.0203522690359,0,0
2875,954.6452459348225,955.0553022718611,0,0
2880,955.3839386261951,955.7007908525327,0,0
2885,954.1944782274603,955.3749370150255,0,0
2890,954.5492922900354,955.4834364814085,0,0
2895,954.8680263679469,955.7004155331891,0,0
2900,955.8300120570456,955.1423604504928,0,0
2905,954.8796411457744,955.0280354283126,0,0
2910,955.2287783412329,954.9626388296591,0,0
2915,955.3179307498095,954.2113147037311,0,0
2920,955.4726510753544,954.232267592864,0,0
2925,955.0601748614836,954.2698728533047,0,0
2930,954.6528294355644,954.3827064205208,0,0
2935,954.3340518591524,955.5606295814708,0,0
2940,954.4549488815258,954.5904797843275,0,0
2945,954.6680904256979,955.0426525116596,0,0
2950,955.2656184863275,955.0127629281918,0,0
2955,954.447555692129,955.0079845162096,0,0
2960,955.2474324107108,955.2011266641495,0,0
2965,955.2552129665567,955.3198058476911,0,0
2970,954.8771120975059,955.4895326881904,0,0
2975,954.7159363242598,954.484897149456,0,0
2980,955.2364648544736,955.006485416422,0,0
2985,955.2504321280721,955.6561299202626,0,0
2990.001,939.2518764525882,957.1178433380687,0,0
2995,954.9542072553226,955.5815479640925,0,0
3000,954.5811186780644,960.7803850403302,955.1428290519842,0
3005,955.0151053044721,948.5467367693196,955.1134954851126,0
3010,954.9451200585784,953.5357968142515,956.1434975111849,0
3015,940.7925181225634,956.6683108663714,954.4672087265071,0
3020,955.0836014672619,961.3757167660543,954.5675454000938,0
3025,954.5295422752114,937.5689484846243,955.0381548998968,0
3030,954.9771602233727,931.0266084842704,955.4246355269636,0
3035,954.1997161786315,946.7858855386003,954.3414432902365,0
3040,955.2189360353785,949.1632781174183,955.4707753774178,0
3045,954.8685883668204,954.9813761945904,953.6104334424559,0
3050,955.0805090894605,970.1314351192528,955.0770419017994,0
3055,955.6852153475041,962.4981658237696,954.5001527709194,0
3060,955.6953487509035,955.0023629162733,954.5356263158963,0
3065,954.9185152398397,931.2788000875605,955.9792652038101,0
3070,955.0644852706713,962.0143778527859,954.9065248202462,0
3075,955.5795780324964,955.7235920555872,955.5777019147176,0
3080,954.6849436197555,947.1804607667523,954.7896340075864,0
3085,954.4763804195312,946.4206856200888,955.4718070103718,0
3090,954.3175852851118,930.8550741795389,954.5152216855761,0
3095,954.7304502160495,956.4148062559319,955.0065791100209,0
3100,955.2254975500788,961.672614311454,954.468144605475,0
3105,955.0467753596563,954.9676978457285,954.6179088827733,0
3110,955.2331840105196,949.0972941493404,954.7238955005969,0
3115,954.8156697079896,972.6943242197121,955.4584897380234,0
3120,954.9256346939472,954.0916950727077,955.5731992621055,0
3125,954.2606115812468,973.0588335505482,953.9851943117948,0
3130,955.1817245787189,954.4579436237483,954.8592218052955,0
3135,953.955651342789,960.7929978193399,955.5286440498114,0
3140,955.3975351313323,969.098634018913,955.004705241537,0
3145,954.863811397482,969.0438569851104,954.7564826887998,0
3150,954.1935428850882,942.6638193330732,956.2583715841358,0
3155,955.402129899865,929.9559830791378,953.9886535765696,0
3160,955.3864703598996,940.5370925559737,955.4851246539598,0
3165,954.2457377932252,948.6226281768984,955.0651412059151,0
3170,955.2966489047401,955.4362638497317,955.1305518446909,0
3175,954.8088328578216,971.4987977301722,954.9199203868473,0
3180,955.2794928653274,947.609772214581,955.6853091743278,0
3185,955.566163952347,971.1773572969166,954.9256346939472,0
3190,955.2235290862036,955.0264425680608,955.03206445149,0
3195,954.8610951029,961.74910034759,955.4345758498324,0
3200,955.3143680841141,962.4847471339048,954.6057387810788,0
3205,955.3940656415214,954.9796898016365,954.0464363568577,0
3210,955.3079928539266,953.5585882375069,954.8017151452347,0
3215,955.0656097316408,966.9615949362482,955.0876309592923,0
3220,954.5590271951951,961.4105637615035,954.5143793113323,0
3225,954.6907487465967,947.9081957430556,955.9403046986953,0
3230,954.5436760889174,970.3859942417572,955.4384207471716,0
3235,954.6269898531134,961.9109487963385,954.9750054080143,0
3240,954.6263345195729,948.7159145199616,954.2952253357838,0
3245,955.1479836987393,954.7227718441278,955.378687665732,0
3250,955.598902474341,956.2610018942979,955.098501386446,0
3255,955.10159388076,955.6414940522847,955.7327879103668,0
3260,955.2375897204458,954.8226939710919,954.1435047413823,0
3265,955.8976864820531,956.1196432335443,954.0380209533936,0
3270,955.3401511329179,954.4465262697779,954.8403019115038,0
