ElapsedSeconds,Throughput_Ethernet_Mbps,Throughput_Ethernet_5_Mbps,Throughput_Ethernet_6_Mbps,Throughput_Ethernet_7_Mbps
2440,751.8856159182765,762.8455904730663,0,0
2445,775.3779503334671,752.0362710289988,0,0
2450,737.9303019059598,741.8120812140307,0,0
2455,793.0542231506533,790.7639295704084,0,0
2460,740.0456567184007,756.3780994911754,0,0
2465,744.4196224556733,747.1864384874358,0,0
2470,797.3533478569935,803.7157701238873,0,0
2475,728.7231638507283,714.318547460354,0,0
2480,802.3674609896769,780.5258418017733,0,0
2485,747.0570256305045,760.6144839146542,0,0
2490,33749.99827572057,739.3676303161848,0,0
2495,759.4056502708041,747.3348094934506,0,0
2500,757.0948665284853,804.6818676976376,0,0
2505,717.3073923798337,791.2814377772098,0,0
2510,690.7623013062655,710.7666995487907,0,0
2515,737.7549898012571,692.986177297519,0,0
2520,700.9276402057834,722.9007941464736,0,0
2525,746.5959759314449,767.7114334059651,0,0
2530,749.928096621346,744.2793632465275,0,0
2535,750.7790273572489,747.3003757084826,0,0
2540,727.1352324730922,728.2107243078598,0,0
2545,751.3732273155812,753.6124817506563,0,0
2550,736.8407083345847,726.6256664696753,0,0
2555,763.6875033570896,757.5347273770764,0,0
2560,701.5879562796453,752.8100668612203,0,0
2565,713.5886670113204,751.0280063263126,0,0
2570,713.4200754195573,724.5493794594408,0,0
2575,678.1144405713794,762.5463845462974,0,0
2580,738.1287016978666,763.1700770369324,0,0
2585,772.4390986817406,798.1996372998008,0,0
2590,771.7396400349036,758.0293620101498,0,0
2595,732.746880433344,736.9051931372871,0,0
2600,36555.79742411318,955.0505234341786,0,0
2605,733.8940660696164,760.7133031778427,0,0
2610,756.6066935887857,720.710141637552,0,0
2615,715.6766609571018,679.6873779633746,0,0
2620,726.3126400451332,702.0464083353061,0,0
2625,785.626679324795,762.211509170487,0,0
2630,780.4724550423077,804.9428037431736,0,0
2635,765.842941661787,729.9762856320982,0,0
2640,698.4034384431098,738.6812141880301,0,0
2645,794.6375594738315,787.6951959109142,0,0
2650,728.0316734743132,699.1295178219438,0,0
2655,755.0215366047879,767.8290180608506,0,0
2660,771.2133090853912,721.6053968199991,0,0
2665,730.725132296532,759.0733445597524,0,0
2670,734.9655244553477,726.9675878299265,0,0
2675,744.7000589854977,750.764498336804,0,0
2680,694.0002614951537,771.397045753324,0,0
2685,681.1450517110028,734.2220626103442,0,0
2690,743.4523129700701,727.9911228673706,0,0
2695,737.5958950534603,701.2450289659517,0,0
2700,784.3892065785617,783.5965558440028,0,0
2705,695.7978863330252,711.7544233604783,0,0
2710,756.2106015423802,735.8640402529455,0,0
2715,745.2868302320551,711.6871301632582,0,0
2720,807.0493219140542,769.4851834271113,0,0
2725,755.4904951977646,733.2044572460034,0,0
2730,758.9296676880072,760.7885275555385,0,0
2735,735.7017712175798,730.3713529687883,0,0
2740,698.3994243314738,704.8593684893862,0,0
2745,716.207377337278,703.8500976101757,0,0
2750,768.6244993414156,758.080932439467,0,0
2755,729.4736121509392,735.0057584313419,0,0
2760,770.2654488653551,677.855223583212,0,0
2765,751.8049987817683,751.9135867459057,0,0
2770,890.5995019503152,31818.061441895945,0,0
2775,698.2255085229953,714.092862638215,0,0
2780,765.5860185911849,782.8411196562977,0,0
2785,727.5114259326059,767.2189976864519,0,0
2790,782.2241831926109,790.8978449016531,0,0
2795,730.602432384273,760.9792441064761,0,0
2800,779.4877579081706,766.5114601836644,0,0
2805,848.7565805334955,20979.6157512387,0,0
2810,751.9916026868584,767.6076986748793,0,0
2815,760.4352767286045,770.8384899646255,0,0
2820,749.503224248975,766.3252040541939,0,0
2825,771.540512244876,769.9057247753815,0,0
2830,792.4652970260993,779.52788262465,0,0
2835,709.8390939569252,716.3990755487534,0,0
2840,754.0848813750039,766.2968322881492,0,0
2845,768.4519006868643,754.6972382573443,0,0
2850,790.4833526180358,791.4564863987536,0,0
2855,769.4775361838548,788.2262176337664,0,0
2860,755.4076278609566,757.1613960151961,0,0
2865,759.262703212404,770.6108173177699,0,0
2870,784.4686438887206,784.2211427738695,0,0
2875,755.4215979754631,764.7831737779751,0,0
2880,765.1432556596462,803.5828749303494,0,0
2885,783.8118603079718,838.5399096417163,0,0
2890,783.9050634383326,789.6808057716008,0,0
2895,769.6060194627701,747.9008293086825,0,0
2900,803.4818087620307,794.5821220363952,0,0
2905,764.2167519517031,760.8681554584158,0,0
2910,800.1974683720332,796.4712169170407,0,0
2915,735.6887586957309,763.9882860576159,0,0
2920,749.4631755095659,732.9357217259451,0,0
2925,791.3322108952459,790.9103493640563,0,0
2930,721.6489363297153,730.7518068884115,0,0
2935,793.6193912626893,763.8737142844006,0,0
2940,718.9887861977982,719.5052892535572,0,0
2945,726.2178338398911,727.4235300364046,0,0
2950,787.1998661652816,774.4064742035455,0,0
2955,735.5999048500572,743.7842970508161,0,0
2960,766.4276032876203,760.8002982389769,0,0
2965,802.9095691059658,762.6240455187537,0,0
2970,785.3911904838322,791.7595051033321,0,0
2975,775.033511159891,768.3797780316615,0,0
2980,764.6662391672477,776.4471150932576,0,0
2985,784.9316927917255,785.6228319256016,0,0
2990,781.8540861954393,787.6455215015442,0,0
2995,801.650968864359,777.0812457629637,0,0
3000,464.35703694246826,494.01478001464284,480.39238324981915,0
3005,469.2730869513551,468.4451441825998,470.28925702531484,0
3010,26229.76208043764,502.0372304195699,462.186906289762,0
3015,36200.13956714586,772.1602467196701,791.9174236684726,0
3020,518.5946732320657,518.4791231171474,519.90410868199,0
3025,527.9593253129541,531.9672706781715,533.1628998666652,0
3030,515.7262877495148,492.6865963906779,513.3272760743303,0
3035,488.3275179600868,496.79581421287384,481.9254966934958,0
3040,526.529563341876,510.52374220424815,511.2761369074586,0
3045,521.0281747447696,521.042581113848,526.7646773230124,0
3050,524.9448871910149,523.1360985477793,523.1603042861138,0
3055,514.021292748299,513.9834631397524,514.8767718043672,0
3060,514.804813872234,513.7241187737558,520.925129253473,0
3065,502.81915513527247,502.4534593172626,503.1263750640193,0
3070,491.9707488577345,492.1517544152033,497.6943274554194,0
3075,533.9390848194399,507.2965707902535,510.15498930603815,0
3080,501.36722281741595,510.3463794513758,507.80270649142295,0
3085,483.464942995978,503.4550923979368,511.96189420158754,0
3090,501.4714620348798,501.55830171956575,534.8541183968287,0
3095,522.622141190062,522.4035983103327,521.6767442838594,0
3100,487.4545350974192,488.00777761354664,503.24774788596784,0
3105,529.3569218386402,529.1481428861096,507.82450003801995,0
3110,523.5850077495227,524.0143381765365,530.5877438789934,0
3115,512.698603473898,512.1910676054664,535.3351263040643,0
3120,528.4581500918348,528.8580140843046,527.1963422125656,0
3125,517.5389670235888,517.5996690060032,521.7941918743824,0
3130,529.9698662766067,529.9790707260254,535.6707808783561,0
3135,527.8737543454837,528.0043792727009,565.7069652080096,0
3140,518.2785847369539,518.335007994654,517.0851263928867,0
3145,516.9116337803409,517.1410908964856,501.8646230060988,0
3150,517.0054327395842,516.4680306890615,524.9439123013497,0
3155,548.189992932944,554.8408999981406,550.5515611789377,0
3160,511.1034554953892,511.2141839456657,521.7359879647453,0
3165,505.1123207452566,533.7071986023633,530.323840125446,0
3170,509.42313821310955,511.9361635443142,514.326051150247,0
3175,528.2955467203939,527.5093118640053,526.875731911647,0
3180,521.914864876684,523.799942593515,522.1104878070482,0
3185,531.7654313616633,531.4644319913915,530.6283193762355,0
3190,527.8926927695164,525.9747471354356,514.6382724115217,0
3195,478.88251293162233,495.3345447781654,527.6455863867259,0
3200,531.1984855211855,509.3017374085509,510.5548030685247,0
3205,522.5793739409145,519.807494191802,509.70718019946503,0
3210,508.8584393088546,506.3559140260415,493.38457191342184,0
3215,531.5220269993694,530.9030748863979,533.2603073347341,0
3220,595.1081954101842,28430.829780701744,562.5403695504557,0
3225,518.3742313967983,514.4337456147703,526.0997955110387,0
3230,509.9088366143784,509.03223458332826,521.0587070824122,0
3235,488.3502349740292,498.9173183485764,493.1168276989106,0
3240,527.5500915443546,530.6180962824592,527.9253842054034,0
3245,517.6398257304644,521.8142061742783,525.2143006767534,0
3250,526.1138137027027,528.9399973999268,535.1645992979695,0
3255,531.8482659700825,527.6565525904878,528.9115555815548,0
3260,516.8046897703806,514.0788103243748,498.9067068754647,0
3265,534.116397178587,524.5651012764706,513.4827091641998,0
3270,520.5806601262063,522.004501547024,527.6741274590737,0
3275,535.4039861528914,538.5184290020547,1478.7472082767288,0
3280,530.3125814631371,529.2651598126087,526.5894830433375,0
3285,486.93027145016015,517.4885704114653,499.28503005650344,0
3290,520.2631547591427,509.9716841923348,508.25342678684024,0
3295,528.0498562730736,520.1995086865162,526.4117737868573,0
3300,534.1872577852431,520.241448692153,508.4992352094333,0
3305,542.8651199112168,514.4796307535947,561.7386749620649,0
3310,513.642854068736,503.4260648683962,495.38596282165355,0
3315,522.6559632933776,546.2831150098979,529.7272142909912,0
3320,536.8555495567557,524.5212029418998,522.9781283239213,0
3325,535.4001431754831,501.5521450370118,528.9473427620785,0
3330,514.1337321858282,515.9074598371402,516.3657382970217,0
3335,525.2429112914984,515.0979042267073,514.4285717022447,0
3340,503.2168438810806,491.0769728183085,476.44671127499464,0
3345,534.6540508280451,532.8109416532661,536.5412574766129,0
3350,532.7040287186356,537.0178275203158,523.1709555206339,0
3355,534.5961475923124,534.7467859926162,526.0721220831368,0
3360,547.4506122464489,535.1336179009994,520.95221328041,0
3365,521.8981787092422,522.6594220408773,517.5542284664155,0
3370,538.5503101830686,536.3270419927237,522.8344028289356,0
3375,516.2410559853647,516.074575931118,518.8843755594629,0
3380,513.9444728425113,501.32271589432645,512.42084995685,0
3385,524.1576347865304,569.3728311290799,546.1518575834948,0
3390,491.58075212519964,514.7431375555896,516.3041837698593,0
3395,524.5845787513622,530.5100701238997,516.5928723660793,0
3400,535.093416754369,535.4190917236816,557.1879184332807,0
3405,520.3895355912837,520.4087980534903,506.84529940262087,0
3410,517.3346700915316,513.8931668474653,511.36989790453157,0
3415,538.1280906771251,568.672209207527,568.3499388889956,0
3420,519.7310331826644,517.4753375050296,546.6750308387332,0
3425,512.812031826936,511.1301602087909,500.09718947119694,0
3430,517.0728297667637,511.0738841327427,519.9963788445125,0
3435,526.901784066595,11939.265047691719,522.2517071611061,0
3440,525.9400821135046,565.0533297445555,528.3863489882478,0
3445,521.2373221569225,518.0356749104828,512.5901664941847,0
3450,529.1282801772265,526.0480583588875,511.0893828289336,0
3455,496.32754132070505,472.09897631314993,498.58172918627554,0
3460,516.0147792737423,516.4371400745583,509.29372013284865,0
3465,536.4617700176402,519.3501199636748,522.3918604268874,0
3470,512.8252528975557,512.7269925697592,537.4573109860581,0
3475,517.567395924664,512.9920767951387,501.8921956846535,0
3480,518.2370254605261,495.54776080019735,506.3190610371661,0
3485,511.1036500551585,515.5438076847611,516.5496950594925,0
3490,515.3803487289722,517.6329938138961,521.1504772824685,0
3495,529.5154284051132,560.0223964165734,535.8931882418938,0
3500,507.07418483133057,491.49828486323264,517.6172787366132,0
3505,518.4369811707611,515.5210933536703,514.4552800639268,0
3510,506.956364549656,516.1234584936959,518.4301249937497,0
3515,531.8340985276047,533.3269778471584,523.9902578405738,0
3520,520.3235383024548,498.12861436733056,520.2016874340683,0
3525,527.1970216958877,514.9520579724541,511.9353827687891,0
3530,496.64287463716914,510.46233965705517,504.2331415811346,0
3535,522.9483890435858,509.80622210274333,490.3617610806686,0
